"TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH"
dbo,View_TKB_LichHocGiangVien,IDNganh,int,
dbo,View_TKB_LichHocGiangVien,IDNghe,int,
dbo,View_TKB_LichHocGiangVien,HocKy,tinyint,
dbo,View_TKB_LichHocGiangVien,SiSoLopHoc,int,
dbo,View_TKB_LichHocGiangVien,IsNienChe,bit,
dbo,View_TKB_LichHocGiangVien,IDLopHocDanhNghia,int,
dbo,View_TKB_LichHocGiangVien,IDGiangVien,int,
dbo,View_TKB_LichHocGiangVien,IsNhieuGiangVien,bit,
dbo,View_TKB_LichHocGiangVien,IsTroGiang,bit,
dbo,View_TKB_LichHocGiangVien,MaGiangVien,varchar,20
dbo,View_TKB_LichHocGiangVien,TenGiangVien,nvarchar,151
dbo,View_TKB_LichHocGiangVien,MaPhong,nvarchar,20
dbo,View_TKB_LichHocGiangVien,TenPhong,nvarchar,100
dbo,View_TKB_LichHocGiangVien,IDPhuongThucGiangDay,int,
dbo,View_TKB_LichHocLopHoc,IDDot,int,
dbo,View_TKB_LichHocLopHoc,IDLopHocPhan,int,
dbo,View_TKB_LichHocLopHoc,IDLichHoc,int,
dbo,View_TKB_LichHocLopHoc,IDMonHoc,int,
dbo,View_TKB_LichHocLopHoc,IDLopHoc,int,
dbo,View_TKB_LichHocLopHoc,IDPhong,int,
dbo,View_TKB_LichHocLopHoc,MaLopHoc,nvarchar,200
dbo,View_TKB_LichHocLopHoc,TenLopHoc,nvarchar,200
dbo,View_TKB_LichHocLopHoc,MaLopHocPhan,nvarchar,50
dbo,View_TKB_LichHocLopHoc,LopDuKien,nvarchar,2000
dbo,View_TKB_LichHocLopHoc,MaHocPhan,nvarchar,50
dbo,View_TKB_LichHocLopHoc,MaMonHoc,nvarchar,50
dbo,View_TKB_LichHocLopHoc,TenMonHoc,nvarchar,200
dbo,View_TKB_LichHocLopHoc,SoTietLyThuyet,int,
dbo,View_TKB_LichHocLopHoc,TenLopXepLichHoc,nvarchar,200
dbo,View_TKB_LichHocLopHoc,SoTietThucHanh,int,
dbo,View_TKB_LichHocLopHoc,IsLyThuyet,bit,
dbo,View_TKB_LichHocLopHoc,Nhom,tinyint,
dbo,View_TKB_LichHocLopHoc,Thu,tinyint,
dbo,View_TKB_LichHocLopHoc,TuTiet,tinyint,
dbo,View_TKB_LichHocLopHoc,DenTiet,tinyint,
dbo,View_TKB_LichHocLopHoc,NgayBatDau,datetime,
dbo,View_TKB_LichHocLopHoc,NgayKetThuc,datetime,
dbo,View_TKB_LichHocLopHoc,IsHocCachTuan,bit,
dbo,View_TKB_LichHocLopHoc,SiSo,int,
dbo,View_TKB_LichHocLopHoc,TuSiSo,nvarchar,20
dbo,View_TKB_LichHocLopHoc,GhiChu,nvarchar,500
dbo,View_TKB_LichHocLopHoc,MaPhong,nvarchar,10
dbo,View_TKB_LichHocLopHoc,TenPhong,nvarchar,100
dbo,View_TKB_LichHocLopHoc,IsTamNgung,bit,
dbo,View_TKB_LichHocSinhVien,IDLichHoc,int,
dbo,View_TKB_LichHocSinhVien,NgayBatDau,datetime,
dbo,View_TKB_LichHocSinhVien,NgayKetThuc,datetime,
dbo,View_TKB_LichHocSinhVien,Thu,tinyint,
dbo,View_TKB_LichHocSinhVien,TuTiet,tinyint,
dbo,View_TKB_LichHocSinhVien,DenTiet,tinyint,
dbo,View_TKB_LichHocSinhVien,IsLyThuyet,bit,
dbo,View_TKB_LichHocSinhVien,Nhom,tinyint,
dbo,View_TKB_LichHocSinhVien,IsHocBu,bit,
dbo,View_TKB_LichHocSinhVien,IsHocCachTuan,bit,
dbo,View_TKB_LichHocSinhVien,SiSoLichHoc,int,
dbo,View_TKB_LichHocSinhVien,IsDeXuatTamNgung,bit,
dbo,View_TKB_LichHocSinhVien,IsTamNgung,bit,
dbo,View_TKB_LichHocSinhVien,IDPhong,int,
dbo,View_TKB_LichHocSinhVien,IDKhoaChuQuanLH,int,
dbo,View_TKB_LichHocSinhVien,IDLopHocPhan,int,
dbo,View_TKB_LichHocSinhVien,IDDot,int,
dbo,View_TKB_LichHocSinhVien,MaLopHocPhan,nvarchar,50
dbo,View_TKB_LichHocSinhVien,IDKhoaChuQuanLHP,int,
dbo,View_TKB_LichHocSinhVien,IsXepLich,int,
dbo,View_TKB_LichHocSinhVien,IDMonHoc,int,
dbo,View_TKB_LichHocSinhVien,MaMonHoc,nvarchar,50
dbo,View_TKB_LichHocSinhVien,MaHocPhan,nvarchar,50
dbo,View_TKB_LichHocSinhVien,TenMonHoc,nvarchar,200
dbo,View_TKB_LichHocSinhVien,SoTinChi,tinyint,
dbo,View_TKB_LichHocSinhVien,SoTietLyThuyet,int,
dbo,View_TKB_LichHocSinhVien,SoTietThucHanh,int,
dbo,View_TKB_LichHocSinhVien,SoTietTHBT,int,
dbo,View_TKB_LichHocSinhVien,IDLopHoc,int,
dbo,View_TKB_LichHocSinhVien,MaLopHoc,nvarchar,200
dbo,View_TKB_LichHocSinhVien,TenLopHoc,nvarchar,200
dbo,View_TKB_LichHocSinhVien,LopDuKien,nvarchar,2000
dbo,View_TKB_LichHocSinhVien,TrangThaiSV,tinyint,
dbo,View_TKB_LichHocSinhVien,IDTrangThaiDangKy,int,
dbo,View_TKB_LichHocSinhVien,IDSinhVien,int,
dbo,View_TKB_LichHocSinhVien,MaSinhVien,varchar,20
dbo,View_TKB_LichHocSinhVien,HoDem,nvarchar,50
dbo,View_TKB_LichHocSinhVien,Ten,nvarchar,20
dbo,View_TKB_LichHocSinhVien,IDLopHocDanhNghia,int,
dbo,View_TKB_LichHocSinhVien,GioiTinh,bit,
dbo,View_TKB_LichHocSinhVien,NgaySinh2,varchar,10
dbo,View_TKB_LichHocSinhVien,IDTrangThaiLopHocPhan,int,
dbo,View_TKB_LichHocSinhVien,IsCongBo,bit,
dbo,View_TKB_LichHocTheoLop,Id,int,
dbo,View_TKB_LichHocTheoLop,IDLopHocPhan,int,
dbo,View_TKB_LichHocTheoLop,IDMonHoc,int,
dbo,View_TKB_LichHocTheoLop,IDLopXepLichHoc,int,
dbo,View_TKB_LichHocTheoLop,MaLopHocPhan,varchar,15
dbo,View_TKB_LichHocTheoLop,IsLyThuyet,bit,
dbo,View_TKB_LichHocTheoLop,Nhom,tinyint,
dbo,View_TKB_LichHocTheoLop,Thu,tinyint,
dbo,View_TKB_LichHocTheoLop,TuTiet,tinyint,
dbo,View_TKB_LichHocTheoLop,DenTiet,tinyint,
dbo,View_TKB_LichHocTheoLop,NgayBatDau,datetime,
dbo,View_TKB_LichHocTheoLop,NgayKetThuc,datetime,
dbo,View_TKB_LichHocTheoLop,NgayBatDauHoc,datetime,
dbo,View_TKB_LichHocTheoLop,NgayKetThucHoc,datetime,
dbo,View_TKB_LichHocTheoLop,TongTietDay,int,
dbo,View_TKB_LichHocTheoLop,TuSiSo,nvarchar,20
dbo,View_TKB_LichHocTheoLop,SiSo,int,
dbo,View_TKB_LichHocTheoLop,IsHocCachTuan,bit,
dbo,View_TKB_LichHocTheoLop,IsTuChoiCapPhong,bit,
dbo,View_TKB_LichHocTheoLop,LyDoTuChoiCapPhong,nvarchar,200
dbo,View_TKB_LichHocTheoLop,GhiChu,nvarchar,200
dbo,View_TKB_LichHocTheoLop,TenMonHoc,nvarchar,100
dbo,View_TKB_LichHocTheoLop,SoTietLyThuyet,int,
dbo,View_TKB_LichHocTheoLop,SoTietThucHanh,int,
dbo,View_TKB_LichHocTheoLop,IDKhoaChuQuan,int,
dbo,View_TKB_LichHocTheoLop,KhoaChuQuan,nvarchar,200
dbo,View_TKB_LichHocTheoLop,IDKhoaXepLich,int,
dbo,View_TKB_LichHocTheoLop,KhoaXepLich,nvarchar,200
dbo,View_TKB_LichHocTheoLop,IDKhoaCapGiangVien,int,
dbo,View_TKB_LichHocTheoLop,KhoaCapGiangVien,nvarchar,200
dbo,View_TKB_LichHocTheoLop,IDKhoaCapPhong,int,
dbo,View_TKB_LichHocTheoLop,KhoaCapPhong,nvarchar,200
dbo,View_TKB_LichHocTheoLop,IDPhong,int,
dbo,View_TKB_LichHocTheoLop,IDNguoiCapPhong,int,
dbo,View_TKB_LichHocTheoLop,NgayCapPhong,datetime,
dbo,View_TKB_LichHocTheoLop,MaPhong,varchar,10
dbo,View_TKB_LichHocTheoLop,TenPhong,nvarchar,100
dbo,View_TKB_LichHocTheoLop,GiangVien,nvarchar,200
dbo,View_TKB_LichHocTheoLop,IDTrangThaiLopHocPhan,int,
dbo,View_TKB_LichHocTheoLop,IDParentLichHoc,int,
dbo,View_TKB_LichHocTheoLop,IsHocBu,bit,
dbo,View_TKB_LichHocTheoLop,NgayTuChoiCapPhong,datetime,
dbo,View_TKB_LichHocTheoLop,IDNguoiYeuCauCapPhong,int,
dbo,View_TKB_LichHocTheoLop,NgayYeuCauCapPhong,datetime,
dbo,View_TKB_LichHocTheoLop,IsLichGoc,bit,
dbo,View_TKB_LichHocTheoLop,IDNguoiYeuCauXepLich,int,
dbo,View_TKB_LichHocTheoLop,NgayYeuCauXepLich,datetime,
dbo,View_TKB_LichHocTheoLop,IDNguoiYeuCauCapGiangVien,int,
dbo,View_TKB_LichHocTheoLop,NgayYeuCauCapGiangVien,datetime,
dbo,View_TKB_LichHocTheoLop,IDLopHoc,int,
dbo,View_TKB_LichHocTheoLop,MaLopHoc,nvarchar,50
dbo,View_TKB_LichHocTheoLop,TenLopHoc,nvarchar,200
dbo,View_TKB_LichHocTheoLop,IDDot,int,
dbo,View_TKB_LichHocTheoLop,IDCoSo,int,
dbo,View_TKB_LichHocTheoLop,IDKhoaHoc,int,
dbo,View_TKB_LichHocTheoLop,IDHeDaoTao,int,
dbo,View_TKB_LichHocTheoLop,IDLoaiDaoTao,int,
dbo,View_TKB_LichHocTheoLop,IDNganh,int,
dbo,View_TKB_LichHocTheoLop,IDNghe,int,
dbo,View_TKB_LichHocTheoLop,MaMonHoc,varchar,10
dbo,View_TKB_LichHocTheoLop,MaHocPhan,varchar,10
dbo,View_TKB_LichHocTheoLop,ThuTuLopHocPhan,varchar,3
dbo,View_TKB_LichThi,Id,int,
dbo,View_TKB_LichThi,IDLopXepLichThi,int,
dbo,View_TKB_LichThi,IDLichHoc,int,
dbo,View_TKB_LichThi,IsThiTuTietDau,bit,
dbo,View_TKB_LichThi,SiSo,int,
dbo,View_TKB_LichThi,LanThi,nvarchar,20
dbo,View_TKB_LichThi,ThoiGianThi,nvarchar,100
dbo,View_TKB_LichThi,Nhom,tinyint,
dbo,View_TKB_LichThi,TuSiSo,nvarchar,20
dbo,View_TKB_LichThi,Thu,tinyint,
dbo,View_TKB_LichThi,TuTiet,tinyint,
dbo,View_TKB_LichThi,DenTiet,tinyint,
dbo,View_TKB_LichThi,NgayThi,datetime,
dbo,View_TKB_LichThi,IsLyThuyet,bit,
dbo,View_TKB_LichThi,IDPhong,int,
dbo,View_TKB_LichThi,IsTuChoiCapPhong,bit,
dbo,View_TKB_LichThi,LyDoTuChoiCapPhong,nvarchar,200
dbo,View_TKB_LichThi,IDKhoaCapPhong,int,
dbo,View_TKB_LichThi,NgayCapPhong,datetime,
dbo,View_TKB_LichThi,IDNguoiCapPhong,int,
dbo,View_TKB_LichThi,IDNguoiYeuCauCapPhong,int,
dbo,View_TKB_LichThi,NgayYeuCauCapPhong,datetime,
dbo,View_TKB_LichThi,GhiChu,nvarchar,500
dbo,View_TKB_LichThi,IDHinhThucThi,int,
dbo,View_TKB_LichThi,GioThi,nvarchar,50
dbo,View_TKB_LichThi,SoGVCoiThi,int,
dbo,View_TKB_LichThi,IsKhoaDotThi,bit,
dbo,View_TKB_LichThi,IsCongBoDotThi,bit,
dbo,View_TKB_LichThi,IsCongBoDotThiGV,bit,
dbo,View_TKB_LichThi,IsLichThiDuTru,bit,
dbo,View_TKB_LichThi,NgayTuChoiCapPhong,datetime,
dbo,View_TKB_LichThi,KieuChonDeThi,int,
dbo,View_TKB_LichThi,IDNguoiTuChoiCapPhong,int,
dbo,View_TKB_LichThi,MatKhau,nvarchar,500
dbo,View_TKB_LichThi,IDTinhChatMonHoc,int,
dbo,View_TKB_LichThi,IDLopXepLichHoc,int,
dbo,View_TKB_LichThi,IDDot,int,
dbo,View_TKB_LichThi,MaLopHoc,nvarchar,50
dbo,View_TKB_LichThi,TenLopHoc,nvarchar,200
dbo,View_TKB_LichThi,IDKhoaChuQuan,int,
dbo,View_TKB_LichThi,LoaiThi,tinyint,
dbo,View_TKB_LichThi,SiSoLopXepLich,int,
dbo,View_TKB_LichThi,IDDotThi,int,
dbo,View_TKB_LichThi,IDQuyUocCotDiemThi,int,
dbo,View_TKB_LichThi,IDLopHocPhan,int,
dbo,View_TKB_LichThi,IsLopGhep,bit,
dbo,View_TKB_LichThi,IDMonHoc,int,
dbo,View_TKB_LichThi,IDTrangThaiLopHocPhan,int,
dbo,View_TKB_LichThi,SiSoToiThieu,smallint,
dbo,View_TKB_LichThi,SiSoToiDa,smallint,
dbo,View_TKB_LichThi,MaLopHocPhan,nvarchar,50
dbo,View_TKB_LichThi,IDKhoaChuQuanLHP,int,
dbo,View_TKB_LichThi,LopDuKien,nvarchar,2000
dbo,View_TKB_LichThi,ThuTuLopHocPhan,varchar,10
dbo,View_TKB_LichThi,IDLopHoc,int,
dbo,View_TKB_LichThi,TenMonHoc,nvarchar,200
dbo,View_TKB_LichThi,SoTietLyThuyet,int,
dbo,View_TKB_LichThi,SoTietThucHanh,int,
dbo,View_TKB_LichThi,MaHocPhan,nvarchar,50
dbo,View_TKB_LichThi,IDToBoMon,int,
dbo,View_TKB_LichThi,MaMonHoc,nvarchar,50
dbo,View_TKB_LichThi,TenVietTatMonHoc,nvarchar,100
dbo,View_TKB_LichThi,SoTinChi,tinyint,
dbo,View_TKB_LichThi,IDCoSo,int,
dbo,View_TKB_LichThi,IDKhoaHoc,int,
dbo,View_TKB_LichThi,IDLoaiDaoTao,int,
dbo,View_TKB_LichThi,IDNganh,int,
dbo,View_TKB_LichThi,IDNghe,int,
dbo,View_TKB_LichThi,HocKy,tinyint,
dbo,View_TKB_LichThi,SiSoLopHoc,int,
dbo,View_TKB_LichThi,IsNienChe,bit,
dbo,View_TKB_LichThi,IDHeDaoTao,int,
dbo,View_TKB_LichThi_TamNgungGiangVien,Id,int,
dbo,View_TKB_LichThi_TamNgungGiangVien,IDDot,int,
dbo,View_TKB_LichThi_TamNgungGiangVien,IDKhoa,int,
dbo,View_TKB_LichThi_TamNgungGiangVien,IDGiangVien,int,
dbo,View_TKB_LichThi_TamNgungGiangVien,TieuDe,nvarchar,100
dbo,View_TKB_LichThi_TamNgungGiangVien,NgayBatDau,datetime,
dbo,View_TKB_LichThi_TamNgungGiangVien,NgayKetThuc,datetime,
dbo,View_TKB_LichThi_TamNgungGiangVien,GhiChu,nvarchar,500
dbo,View_TKB_LichThi_TamNgungGiangVien,TrangThai,tinyint,
dbo,View_TKB_LichThi_TamNgungGiangVien,IDNguoiDuyet,int,
dbo,View_TKB_LichThi_TamNgungGiangVien,NgayDuyet,datetime,
dbo,View_TKB_LichThi_TamNgungGiangVien,NguoiTao,int,
dbo,View_TKB_LichThi_TamNgungGiangVien,NgayTao,datetime,
dbo,View_TKB_LichThi_TamNgungGiangVien,NguoiCapNhat,int,
dbo,View_TKB_LichThi_TamNgungGiangVien,NgayCapNhat,datetime,
dbo,View_TKB_LichThi_TamNgungGiangVien,IDLichThi,int,
dbo,View_TKB_LichThi_TamNgungGiangVien,IDPhong,int,
dbo,View_TKB_LichThi_TamNgungGiangVien,NgayThi,datetime,
dbo,View_TKB_LichThi_TamNgungGiangVien,TuTiet,tinyint,
dbo,View_TKB_LichThi_TamNgungGiangVien,DenTiet,tinyint,
dbo,View_TKB_LichThi_ThiLai,Id,int,
dbo,View_TKB_LichThi_ThiLai,IDLopXepLichThi,int,
dbo,View_TKB_LichThi_ThiLai,IDLichHoc,int,
dbo,View_TKB_LichThi_ThiLai,IsThiTuTietDau,bit,
dbo,View_TKB_LichThi_ThiLai,SiSo,int,
dbo,View_TKB_LichThi_ThiLai,LanThi,nvarchar,20
dbo,View_TKB_LichThi_ThiLai,ThoiGianThi,nvarchar,20
dbo,View_TKB_LichThi_ThiLai,Nhom,tinyint,
dbo,View_TKB_LichThi_ThiLai,TuSiSo,nvarchar,20
dbo,View_TKB_LichThi_ThiLai,Thu,tinyint,
dbo,View_TKB_LichThi_ThiLai,TuTiet,tinyint,
dbo,View_TKB_LichThi_ThiLai,DenTiet,tinyint,
dbo,View_TKB_LichThi_ThiLai,NgayThi,datetime,
dbo,View_TKB_LichThi_ThiLai,IsLyThuyet,bit,
dbo,View_TKB_LichThi_ThiLai,IDPhong,int,
dbo,View_TKB_LichThi_ThiLai,IsTuChoiCapPhong,bit,
dbo,View_TKB_LichThi_ThiLai,LyDoTuChoiCapPhong,nvarchar,200
dbo,View_TKB_LichThi_ThiLai,IDKhoaCapPhong,int,
dbo,View_TKB_LichThi_ThiLai,NgayCapPhong,datetime,
dbo,View_TKB_LichThi_ThiLai,IDNguoiCapPhong,int,
dbo,View_TKB_LichThi_ThiLai,GhiChu,nvarchar,500
dbo,View_TKB_LichThi_ThiLai,IDLopXepLichHoc,int,
dbo,View_TKB_LichThi_ThiLai,IDDot,int,
dbo,View_TKB_LichThi_ThiLai,IDHeDaoTao,int,
dbo,View_TKB_LichThi_ThiLai,MaLopHoc,nvarchar,50
dbo,View_TKB_LichThi_ThiLai,TenLopHoc,nvarchar,200
dbo,View_TKB_LichThi_ThiLai,IDKhoaChuQuan,int,
dbo,View_TKB_LichThi_ThiLai,LoaiThi,tinyint,
dbo,View_TKB_LichThi_ThiLai,SiSoLopXepLich,int,
dbo,View_TKB_LichThi_ThiLai,IDLopHocPhan,int,
dbo,View_TKB_LichThi_ThiLai,IDMonHoc,int,
dbo,View_TKB_LichThi_ThiLai,IDTrangThaiLopHocPhan,int,
dbo,View_TKB_LichThi_ThiLai,SiSoToiThieu,smallint,
dbo,View_TKB_LichThi_ThiLai,SiSoToiDa,smallint,
dbo,View_TKB_LichThi_ThiLai,MaLopHocPhan,varchar,15
dbo,View_TKB_LichThi_ThiLai,IDLopHoc,int,
dbo,View_TKB_LichThi_ThiLai,TenMonHoc,nvarchar,200
dbo,View_TKB_LichThi_ThiLai,SoTietLyThuyet,int,
dbo,View_TKB_LichThi_ThiLai,SoTietThucHanh,int,
dbo,View_TKB_LichThi_ThiLai,MaHocPhan,nvarchar,20
dbo,View_TKB_LichThi_ThiLai,IDCoSo,int,
dbo,View_TKB_LichThi_ThiLai,IDKhoaHoc,int,
dbo,View_TKB_LichThi_ThiLai,IDLoaiDaoTao,int,
dbo,View_TKB_LichThi_ThiLai,IDNganh,int,
dbo,View_TKB_LichThi_ThiLai,IDNghe,int,
dbo,View_TKB_LichThi_ThiLai,HocKy,tinyint,
dbo,View_TKB_LichThi_ThiLai,SiSoLopHoc,int,
dbo,View_TKB_LichThi_ThiLai,TuDenTiet,nvarchar,4000
dbo,View_TKB_LichThi_ThiLai,TenPhong,nvarchar,100
dbo,View_TKB_LichThiGiangVien,Id,int,
dbo,View_TKB_LichThiGiangVien,IDLopXepLichThi,int,
dbo,View_TKB_LichThiGiangVien,IDLichHoc,int,
dbo,View_TKB_LichThiGiangVien,IsThiTuTietDau,bit,
dbo,View_TKB_LichThiGiangVien,SiSo,int,
dbo,View_TKB_LichThiGiangVien,LanThi,nvarchar,20
dbo,View_TKB_LichThiGiangVien,ThoiGianThi,nvarchar,100
dbo,View_TKB_LichThiGiangVien,Nhom,tinyint,
dbo,View_TKB_LichThiGiangVien,TuSiSo,nvarchar,20
dbo,View_TKB_LichThiGiangVien,Thu,tinyint,
dbo,View_TKB_LichThiGiangVien,TuTiet,tinyint,
dbo,View_TKB_LichThiGiangVien,DenTiet,tinyint,
dbo,View_TKB_LichThiGiangVien,NgayThi,datetime,
dbo,View_TKB_LichThiGiangVien,IsLyThuyet,bit,
dbo,View_TKB_LichThiGiangVien,IDPhong,int,
dbo,View_TKB_LichThiGiangVien,IsTuChoiCapPhong,bit,
dbo,View_TKB_LichThiGiangVien,LyDoTuChoiCapPhong,nvarchar,200
dbo,View_TKB_LichThiGiangVien,IDKhoaCapPhong,int,
dbo,View_TKB_LichThiGiangVien,NgayCapPhong,datetime,
dbo,View_TKB_LichThiGiangVien,IDNguoiCapPhong,int,
dbo,View_TKB_LichThiGiangVien,IDNguoiYeuCauCapPhong,int,
dbo,View_TKB_LichThiGiangVien,NgayYeuCauCapPhong,datetime,
dbo,View_TKB_LichThiGiangVien,GhiChu,nvarchar,500
dbo,View_TKB_LichThiGiangVien,IDHinhThucThi,int,
dbo,View_TKB_LichThiGiangVien,GioThi,nvarchar,50
dbo,View_TKB_LichThiGiangVien,SoGVCoiThi,int,
dbo,View_TKB_LichThiGiangVien,IsKhoaDotThi,bit,
dbo,View_TKB_LichThiGiangVien,IsCongBoDotThi,bit,
dbo,View_TKB_LichThiGiangVien,IsLichThiDuTru,bit,
dbo,View_TKB_LichThiGiangVien,NgayTuChoiCapPhong,datetime,
dbo,View_TKB_LichThiGiangVien,KieuChonDeThi,int,
dbo,View_TKB_LichThiGiangVien,MaPhong,nvarchar,20
dbo,View_TKB_LichThiGiangVien,TenPhong,nvarchar,100
dbo,View_TKB_LichThiGiangVien,IDLopXepLichHoc,int,
dbo,View_TKB_LichThiGiangVien,IDDot,int,
dbo,View_TKB_LichThiGiangVien,MaLopHoc,nvarchar,50
dbo,View_TKB_LichThiGiangVien,TenLopHoc,nvarchar,200
dbo,View_TKB_LichThiGiangVien,IDKhoaChuQuan,int,
dbo,View_TKB_LichThiGiangVien,LoaiThi,tinyint,
dbo,View_TKB_LichThiGiangVien,SiSoLopXepLich,int,
dbo,View_TKB_LichThiGiangVien,IDDotThi,int,
dbo,View_TKB_LichThiGiangVien,IDQuyUocCotDiemThi,int,
dbo,View_TKB_LichThiGiangVien,IDLopHocPhan,int,
dbo,View_TKB_LichThiGiangVien,IsLopGhep,bit,
dbo,View_TKB_LichThiGiangVien,IDMonHoc,int,
dbo,View_TKB_LichThiGiangVien,IDTrangThaiLopHocPhan,int,
dbo,View_TKB_LichThiGiangVien,SiSoToiThieu,smallint,
dbo,View_TKB_LichThiGiangVien,SiSoToiDa,smallint,
dbo,View_TKB_LichThiGiangVien,MaLopHocPhan,nvarchar,50
dbo,View_TKB_LichThiGiangVien,IDKhoaChuQuanLHP,int,
dbo,View_TKB_LichThiGiangVien,LopDuKien,nvarchar,2000
dbo,View_TKB_LichThiGiangVien,ThuTuLopHocPhan,varchar,10
dbo,View_TKB_LichThiGiangVien,IDLopHoc,int,
dbo,View_TKB_LichThiGiangVien,TenMonHoc,nvarchar,200
dbo,View_TKB_LichThiGiangVien,SoTietLyThuyet,int,
dbo,View_TKB_LichThiGiangVien,SoTietThucHanh,int,
dbo,View_TKB_LichThiGiangVien,MaHocPhan,nvarchar,50
dbo,View_TKB_LichThiGiangVien,IDToBoMon,int,
dbo,View_TKB_LichThiGiangVien,MaMonHoc,nvarchar,50
dbo,View_TKB_LichThiGiangVien,TenVietTatMonHoc,nvarchar,100
dbo,View_TKB_LichThiGiangVien,SoTinChi,tinyint,
dbo,View_TKB_LichThiGiangVien,IDCoSo,int,
dbo,View_TKB_LichThiGiangVien,IDKhoaHoc,int,
dbo,View_TKB_LichThiGiangVien,IDLoaiDaoTao,int,
dbo,View_TKB_LichThiGiangVien,IDNganh,int,
dbo,View_TKB_LichThiGiangVien,IDNghe,int,
dbo,View_TKB_LichThiGiangVien,HocKy,tinyint,
dbo,View_TKB_LichThiGiangVien,SiSoLopHoc,int,
dbo,View_TKB_LichThiGiangVien,IsNienChe,bit,
dbo,View_TKB_LichThiGiangVien,IDHeDaoTao,int,
dbo,View_TKB_LichThiGiangVien,IDGiangVien,int,
dbo,View_TKB_LichThiGiangVien,MaGiangVien,varchar,20
dbo,View_TKB_LichThiGiangVien,HoDem,nvarchar,100
dbo,View_TKB_LichThiGiangVien,Ten,nvarchar,50
dbo,View_TKB_LichThiGiangVien,IDKhoaGV,int,
dbo,View_TKB_LichThiGiangVien,STT,int,
dbo,View_TKB_LichThiGiangVien,TenGiangVien,nvarchar,151
dbo,View_TKB_LichThiSinhVien,IDDot,int,
dbo,View_TKB_LichThiSinhVien,IDCoSo,int,
dbo,View_TKB_LichThiSinhVien,IDSinhVien,int,
dbo,View_TKB_LichThiSinhVien,MaSinhVien,varchar,20
dbo,View_TKB_LichThiSinhVien,HoDem,nvarchar,50
dbo,View_TKB_LichThiSinhVien,Ten,nvarchar,20
dbo,View_TKB_LichThiSinhVien,NgaySinh2,varchar,10
dbo,View_TKB_LichThiSinhVien,GioiTinh,bit,
dbo,View_TKB_LichThiSinhVien,TrangThai,tinyint,
dbo,View_TKB_LichThiSinhVien,IDLopHocDanhNghia,int,
dbo,View_TKB_LichThiSinhVien,IDLichThi,int,
dbo,View_TKB_LichThiSinhVien,LoaiThi,int,
dbo,View_TKB_LichThiSinhVien,IsLyThuyet,bit,
dbo,View_TKB_LichThiSinhVien,SiSo,int,
dbo,View_TKB_LichThiSinhVien,TuSiSo,nvarchar,20
dbo,View_TKB_LichThiSinhVien,MaMonHoc,nvarchar,50
dbo,View_TKB_LichThiSinhVien,MaHocPhan,nvarchar,50
dbo,View_TKB_LichThiSinhVien,MaLopHocPhan,nvarchar,50
dbo,View_TKB_LichThiSinhVien,TenMonHoc,nvarchar,200
dbo,View_TKB_LichThiSinhVien,NgayThi,datetime,
dbo,View_TKB_LichThiSinhVien,Thu,tinyint,
dbo,View_TKB_LichThiSinhVien,TuTiet,tinyint,
dbo,View_TKB_LichThiSinhVien,DenTiet,tinyint,
dbo,View_TKB_LichThiSinhVien,Nhom,tinyint,
dbo,View_TKB_LichThiSinhVien,ThoiGianThi,nvarchar,100
dbo,View_TKB_LichThiSinhVien,GioThi,nvarchar,50
dbo,View_TKB_LichThiSinhVien,LanThi,nvarchar,20
dbo,View_TKB_LichThiSinhVien,IDHinhThucThi,int,
dbo,View_TKB_LichThiSinhVien,IDPhong,int,
dbo,View_TKB_LichThiSinhVien,IDLopHocPhanThi,int,
dbo,View_TKB_LichThiSinhVien,LopDuKien,nvarchar,2000
dbo,View_TKB_LichThiSinhVien,MaLopHoc,nvarchar,200
dbo,View_TKB_LichThiSinhVien,TenLopHoc,nvarchar,200
dbo,View_TKB_LichThiSinhVien,IsLichTron,bit,
dbo,View_TKB_LichThiSinhVien,IDLopHocPhan,int,
dbo,View_TKB_LichThiSinhVien,SBD,int,
dbo,View_TKB_LichThiSinhVien,TienToSBD,nvarchar,50
dbo,View_TKB_LichThiSinhVien,IsCongBoDotThi,bit,
dbo,View_TKB_LichThiSinhVien,DiemThi,decimal,
dbo,View_TKB_LichThiSinhVien,IDDotThi,int,
dbo,View_TKB_LichThiSinhVien,IsVangThi,bit,
dbo,View_TKB_LichThiSinhVien,IDLopHocSV,int,
dbo,View_TKB_LichThiSinhVien,SoTinChi,tinyint,
dbo,View_TKB_LichThiSinhVien,IDTrangThaiLopHocPhan,int,
dbo,View_TKB_LichThiSinhVien,IDQuyUocCotDiemThi,int,
dbo,View_TKB_LichThiSinhVien,SoBaoDanhText,nvarchar,100
dbo,View_TKB_LopHoc,Id,int,
dbo,View_TKB_LopHoc,IDDot,int,
dbo,View_TKB_LopHoc,IDCoSo,int,
dbo,View_TKB_LopHoc,IDKhoaHoc,int,
dbo,View_TKB_LopHoc,IDHeDaoTao,int,
dbo,View_TKB_LopHoc,IDLoaiDaoTao,int,
dbo,View_TKB_LopHoc,IDKhoa,int,
dbo,View_TKB_LopHoc,IDNganh,int,
dbo,View_TKB_LopHoc,IDNghe,int,
